ProductKey,Item Code,Product Name,Product SubCategory,Product Category,Product Cost,Product Price,Product Size,Product Line,Product Model Name,Product Status
482,SO-R809-L,"Racing Socks, L",Socks,Clothing,3.3623,8.99,L,"R ",Racing Socks,Current
483,RA-H123,Hitch Rack - 4-Bike,Bike Racks,Accessories,44.88,120.00,NULL,"S ",Hitch Rack - 4-Bike,Current
484,CL-9009,Bike Wash - Dissolver,Cleaners,Accessories,2.9733,7.95,NULL,"S ",Bike Wash,Current
485,FE-6654,Fender Set - Mountain,Fenders,Accessories,8.2205,21.98,NULL,"M ",Fender Set - Mountain,Current
486,ST-1401,All-Purpose Bike Stand,Bike Stands,Accessories,59.466,159.00,NULL,"M ",All-Purpose Bike Stand,Current
487,HY-1023-70,Hydration Pack - 70 oz.,Hydration Packs,Accessories,20.5663,54.99,70,"S ",Hydration Pack,Current
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,41.5723,53.99,S,"S ",Short-Sleeve Classic Jersey,Current
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,41.5723,53.99,M,"S ",Short-Sleeve Classic Jersey,Current
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,41.5723,53.99,L,"S ",Short-Sleeve Classic Jersey,Current
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,41.5723,53.99,XL,"S ",Short-Sleeve Classic Jersey,Current
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Touring Frames,Components,601.7437,1003.91,60,"T ",HL Touring Frame,Current
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Touring Frames,Components,199.8519,333.42,62,"T ",LL Touring Frame,Current
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Touring Frames,Components,601.7437,1003.91,46,"T ",HL Touring Frame,Current
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Touring Frames,Components,601.7437,1003.91,50,"T ",HL Touring Frame,Current
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Touring Frames,Components,601.7437,1003.91,54,"T ",HL Touring Frame,Current
497,FR-T98U-46,"HL Touring Frame - Blue, 46",Touring Frames,Components,601.7437,1003.91,46,"T ",HL Touring Frame,Current
498,FR-T98U-50,"HL Touring Frame - Blue, 50",Touring Frames,Components,601.7437,1003.91,50,"T ",HL Touring Frame,Current
499,FR-T98U-54,"HL Touring Frame - Blue, 54",Touring Frames,Components,601.7437,1003.91,54,"T ",HL Touring Frame,Current
500,FR-T98U-60,"HL Touring Frame - Blue, 60",Touring Frames,Components,601.7437,1003.91,60,"T ",HL Touring Frame,Current
501,RD-2308,Rear Derailleur,Derailleurs,Components,53.9282,121.46,NULL,NULL,Rear Derailleur,Current
502,FR-T67U-50,"LL Touring Frame - Blue, 50",Touring Frames,Components,199.8519,333.42,50,"T ",LL Touring Frame,Current
503,FR-T67U-54,"LL Touring Frame - Blue, 54",Touring Frames,Components,199.8519,333.42,54,"T ",LL Touring Frame,Current
504,FR-T67U-58,"LL Touring Frame - Blue, 58",Touring Frames,Components,199.8519,333.42,58,"T ",LL Touring Frame,Current
505,FR-T67U-62,"LL Touring Frame - Blue, 62",Touring Frames,Components,199.8519,333.42,62,"T ",LL Touring Frame,Current
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Touring Frames,Components,199.8519,333.42,44,"T ",LL Touring Frame,Current
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Touring Frames,Components,199.8519,333.42,50,"T ",LL Touring Frame,Current
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Touring Frames,Components,199.8519,333.42,54,"T ",LL Touring Frame,Current
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Touring Frames,Components,199.8519,333.42,58,"T ",LL Touring Frame,Current
510,FR-T67U-44,"LL Touring Frame - Blue, 44",Touring Frames,Components,199.8519,333.42,44,"T ",LL Touring Frame,Current
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components,199.3757,364.09,40,"M ",ML Mountain Frame-W,Current
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Mountain Frames,Components,199.3757,364.09,42,"M ",ML Mountain Frame-W,Current
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components,199.3757,364.09,46,"M ",ML Mountain Frame-W,Current
514,RB-9231,Rear Brakes,Brakes,Components,47.286,106.50,NULL,NULL,Rear Brakes,Current
515,SE-M236,LL Mountain Seat/Saddle,Saddles,Components,12.0413,27.12,NULL,"M ",LL Mountain Seat/Saddle 2,Current
516,SE-M798,ML Mountain Seat/Saddle,Saddles,Components,17.3782,39.14,NULL,"M ",ML Mountain Seat/Saddle 2,Current
517,SE-M940,HL Mountain Seat/Saddle,Saddles,Components,23.3722,52.64,NULL,"M ",HL Mountain Seat/Saddle 2,Current
518,SE-R581,LL Road Seat/Saddle,Saddles,Components,12.0413,27.12,NULL,"R ",LL Road Seat/Saddle 1,Current
519,SE-R908,ML Road Seat/Saddle,Saddles,Components,17.3782,39.14,NULL,"T ",ML Road Seat/Saddle 2,Current
520,SE-R995,HL Road Seat/Saddle,Saddles,Components,23.3722,52.64,NULL,"R ",HL Road Seat/Saddle 2,Current
521,SE-T312,LL Touring Seat/Saddle,Saddles,Components,12.0413,27.12,NULL,"T ",LL Touring Seat/Saddle,Current
522,SE-T762,ML Touring Seat/Saddle,Saddles,Components,17.3782,39.14,NULL,"T ",ML Touring Seat/Saddle,Current
523,SE-T924,HL Touring Seat/Saddle,Saddles,Components,23.3722,52.64,NULL,"T ",HL Touring Seat/Saddle,Current
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",Mountain Frames,Components,144.5938,264.05,42,"M ",LL Mountain Frame,Current
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",Mountain Frames,Components,144.5938,264.05,44,"M ",LL Mountain Frame,Current
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",Mountain Frames,Components,144.5938,264.05,48,"M ",LL Mountain Frame,Current
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",Mountain Frames,Components,144.5938,264.05,52,"M ",LL Mountain Frame,Current
528,TT-M928,Mountain Tire Tube,Tires and Tubes,Accessories,1.8663,4.99,NULL,"M ",Mountain Tire Tube,Current
529,TT-R982,Road Tire Tube,Tires and Tubes,Accessories,1.4923,3.99,NULL,"R ",Road Tire Tube,Current
530,TT-T092,Touring Tire Tube,Tires and Tubes,Accessories,1.8663,4.99,NULL,"T ",Touring Tire Tube,Current
531,FR-M21B-42,"LL Mountain Frame - Black, 42",Mountain Frames,Components,136.785,249.79,42,"M ",LL Mountain Frame,Current
532,FR-M21B-44,"LL Mountain Frame - Black, 44",Mountain Frames,Components,136.785,249.79,44,"M ",LL Mountain Frame,Current
533,FR-M21B-48,"LL Mountain Frame - Black, 48",Mountain Frames,Components,136.785,249.79,48,"M ",LL Mountain Frame,Current
534,FR-M21B-52,"LL Mountain Frame - Black, 52",Mountain Frames,Components,136.785,249.79,52,"M ",LL Mountain Frame,Current
535,TI-M267,LL Mountain Tire,Tires and Tubes,Accessories,9.3463,24.99,NULL,"M ",LL Mountain Tire,Current
536,TI-M602,ML Mountain Tire,Tires and Tubes,Accessories,11.2163,29.99,NULL,"M ",ML Mountain Tire,Current
537,TI-M823,HL Mountain Tire,Tires and Tubes,Accessories,13.09,35.00,NULL,"M ",HL Mountain Tire,Current
538,TI-R092,LL Road Tire,Tires and Tubes,Accessories,8.0373,21.49,NULL,"R ",LL Road Tire,Current
539,TI-R628,ML Road Tire,Tires and Tubes,Accessories,9.3463,24.99,NULL,"R ",ML Road Tire,Current
540,TI-R982,HL Road Tire,Tires and Tubes,Accessories,12.1924,32.60,NULL,"R ",HL Road Tire,Current
541,TI-T723,Touring Tire,Tires and Tubes,Accessories,10.8423,28.99,NULL,"T ",Touring Tire,Current
542,PD-M282,LL Mountain Pedal,Pedals,Components,17.9776,40.49,NULL,"M ",LL Mountain Pedal,Current
543,PD-M340,ML Mountain Pedal,Pedals,Components,27.568,62.09,NULL,"M ",ML Mountain Pedal,Current
544,PD-M562,HL Mountain Pedal,Pedals,Components,35.9596,80.99,NULL,"M ",HL Mountain Pedal,Current
545,PD-R347,LL Road Pedal,Pedals,Components,17.9776,40.49,NULL,"R ",LL Road Pedal,Current
546,PD-R563,ML Road Pedal,Pedals,Components,27.568,62.09,NULL,"R ",ML Road Pedal,Current
547,PD-R853,HL Road Pedal,Pedals,Components,35.9596,80.99,NULL,"R ",HL Road Pedal,Current
548,PD-T852,Touring Pedal,Pedals,Components,35.9596,80.99,NULL,"T ",Touring Pedal,Current
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components,199.3757,364.09,38,"M ",ML Mountain Frame-W,Current
550,FR-M21B-40,"LL Mountain Frame - Black, 40",Mountain Frames,Components,136.785,249.79,40,"M ",LL Mountain Frame,Current
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",Mountain Frames,Components,144.5938,264.05,40,"M ",LL Mountain Frame,Current
552,FD-2342,Front Derailleur,Derailleurs,Components,40.6216,91.49,NULL,NULL,Front Derailleur,Current
553,HB-T721,LL Touring Handlebars,Handlebars,Components,20.464,46.09,NULL,"T ",LL Touring Handlebars,Current
554,HB-T928,HL Touring Handlebars,Handlebars,Components,40.6571,91.57,NULL,"T ",HL Touring Handlebars,Current
555,FB-9873,Front Brakes,Brakes,Components,47.286,106.50,NULL,NULL,Front Brakes,Current
556,CS-4759,LL Crankset,Cranksets,Components,77.9176,175.49,NULL,NULL,LL Crankset,Current
557,CS-6583,ML Crankset,Cranksets,Components,113.8816,256.49,NULL,NULL,ML Crankset,Current
558,CS-9183,HL Crankset,Cranksets,Components,179.8156,404.99,NULL,NULL,HL Crankset,Current
559,CH-0234,Chain,Chains,Components,8.9866,20.24,NULL,NULL,Chain,Current
560,BK-T44U-60,"Touring-2000 Blue, 60",Touring Bikes,Bikes,755.1508,1214.85,60,"T ",Touring-2000,Current
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,1481.9379,2384.07,46,"T ",Touring-1000,Current
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,1481.9379,2384.07,50,"T ",Touring-1000,Current
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,1481.9379,2384.07,54,"T ",Touring-1000,Current
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,1481.9379,2384.07,60,"T ",Touring-1000,Current
565,BK-T18U-54,"Touring-3000 Blue, 54",Touring Bikes,Bikes,461.4448,742.35,54,"T ",Touring-3000,Current
566,BK-T18U-58,"Touring-3000 Blue, 58",Touring Bikes,Bikes,461.4448,742.35,58,"T ",Touring-3000,Current
567,BK-T18U-62,"Touring-3000 Blue, 62",Touring Bikes,Bikes,461.4448,742.35,62,"T ",Touring-3000,Current
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,461.4448,742.35,44,"T ",Touring-3000,Current
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,461.4448,742.35,50,"T ",Touring-3000,Current
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,461.4448,742.35,54,"T ",Touring-3000,Current
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,461.4448,742.35,58,"T ",Touring-3000,Current
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,461.4448,742.35,62,"T ",Touring-3000,Current
573,BK-T79U-46,"Touring-1000 Blue, 46",Touring Bikes,Bikes,1481.9379,2384.07,46,"T ",Touring-1000,Current
574,BK-T79U-50,"Touring-1000 Blue, 50",Touring Bikes,Bikes,1481.9379,2384.07,50,"T ",Touring-1000,Current
575,BK-T79U-54,"Touring-1000 Blue, 54",Touring Bikes,Bikes,1481.9379,2384.07,54,"T ",Touring-1000,Current
576,BK-T79U-60,"Touring-1000 Blue, 60",Touring Bikes,Bikes,1481.9379,2384.07,60,"T ",Touring-1000,Current
577,BK-T44U-46,"Touring-2000 Blue, 46",Touring Bikes,Bikes,755.1508,1214.85,46,"T ",Touring-2000,Current
578,BK-T44U-50,"Touring-2000 Blue, 50",Touring Bikes,Bikes,755.1508,1214.85,50,"T ",Touring-2000,Current
579,BK-T44U-54,"Touring-2000 Blue, 54",Touring Bikes,Bikes,755.1508,1214.85,54,"T ",Touring-2000,Current
580,BK-R79Y-40,"Road-350-W Yellow, 40",Road Bikes,Bikes,1082.51,1700.99,40,"R ",Road-350-W,Current
581,BK-R79Y-42,"Road-350-W Yellow, 42",Road Bikes,Bikes,1082.51,1700.99,42,"R ",Road-350-W,Current
582,BK-R79Y-44,"Road-350-W Yellow, 44",Road Bikes,Bikes,1082.51,1700.99,44,"R ",Road-350-W,Current
583,BK-R79Y-48,"Road-350-W Yellow, 48",Road Bikes,Bikes,1082.51,1700.99,48,"R ",Road-350-W,Current
584,BK-R19B-58,"Road-750 Black, 58",Road Bikes,Bikes,343.6496,539.99,58,"R ",Road-750,Current
585,BK-T18U-44,"Touring-3000 Blue, 44",Touring Bikes,Bikes,461.4448,742.35,44,"T ",Touring-3000,Current
586,BK-T18U-50,"Touring-3000 Blue, 50",Touring Bikes,Bikes,461.4448,742.35,50,"T ",Touring-3000,Current
587,BK-M38S-38,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,419.7784,769.49,38,"M ",Mountain-400-W,Current
588,BK-M38S-40,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,419.7784,769.49,40,"M ",Mountain-400-W,Current
589,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,419.7784,769.49,42,"M ",Mountain-400-W,Current
590,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,419.7784,769.49,46,"M ",Mountain-400-W,Current
591,BK-M18S-40,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,308.2179,564.99,40,"M ",Mountain-500,Current
592,BK-M18S-42,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,308.2179,564.99,42,"M ",Mountain-500,Current
593,BK-M18S-44,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,308.2179,564.99,44,"M ",Mountain-500,Current
594,BK-M18S-48,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,308.2179,564.99,48,"M ",Mountain-500,Current
595,BK-M18S-52,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,308.2179,564.99,52,"M ",Mountain-500,Current
596,BK-M18B-40,"Mountain-500 Black, 40",Mountain Bikes,Bikes,294.5797,539.99,40,"M ",Mountain-500,Current
597,BK-M18B-42,"Mountain-500 Black, 42",Mountain Bikes,Bikes,294.5797,539.99,42,"M ",Mountain-500,Current
598,BK-M18B-44,"Mountain-500 Black, 44",Mountain Bikes,Bikes,294.5797,539.99,44,"M ",Mountain-500,Current
599,BK-M18B-48,"Mountain-500 Black, 48",Mountain Bikes,Bikes,294.5797,539.99,48,"M ",Mountain-500,Current
600,BK-M18B-52,"Mountain-500 Black, 52",Mountain Bikes,Bikes,294.5797,539.99,52,"M ",Mountain-500,Current
601,BB-7421,LL Bottom Bracket,Bottom Brackets,Components,23.9716,53.99,NULL,NULL,LL Bottom Bracket,Current
602,BB-8107,ML Bottom Bracket,Bottom Brackets,Components,44.9506,101.24,NULL,NULL,ML Bottom Bracket,Current
603,BB-9108,HL Bottom Bracket,Bottom Brackets,Components,53.9416,121.49,NULL,NULL,HL Bottom Bracket,Current
604,BK-R19B-44,"Road-750 Black, 44",Road Bikes,Bikes,343.6496,539.99,44,"R ",Road-750,Current
605,BK-R19B-48,"Road-750 Black, 48",Road Bikes,Bikes,343.6496,539.99,48,"R ",Road-750,Current
606,BK-R19B-52,"Road-750 Black, 52",Road Bikes,Bikes,343.6496,539.99,52,"R ",Road-750,Current
